N,P,K,temperature,humidity,ph,rainfall,label
18.31,57.32,16.83,29.17,76.29,7.28,45.71,mungbean
11.03,52.83,29.13,34.08,76.37,7.35,36.46,blackgram
13.87,18.73,13.32,17.91,91.7,6.63,103.6,orange
79.58,59.61,43.98,29.13,81.33,7.36,181.73,jute
15.25,69.73,22.41,22.5,18.51,6.24,124.0,kidneybeans
7.69,132.3,191.4,14.27,86.96,6.6,66.82,grapes
81.54,45.92,42.06,30.03,84.07,7.22,194.07,jute
95.84,9.91,50.46,24.4,83.79,6.29,62.77,watermelon
1.55,18.88,40.22,19.31,94.08,6.0,99.21,pomegranate
14.4,1.4,36.64,26.17,93.54,5.98,154.22,coconut
3.39,57.75,16.02,23.87,58.45,7.57,44.98,lentil
108.31,28.0,31.63,25.52,56.73,5.93,223.88,coffee
4.63,42.63,16.34,33.63,61.69,6.7,46.08,blackgram
90.15,78.62,26.04,24.95,68.96,5.69,73.17,maize
16.59,1.98,29.18,27.86,93.08,5.62,158.26,coconut
9.32,9.74,32.49,32.71,88.21,6.07,186.2,coconut
95.1,9.19,53.62,26.8,83.57,7.1,57.97,watermelon
112.7,19.08,23.96,21.19,79.83,5.93,65.79,cotton
34.05,95.17,70.58,17.69,15.09,7.05,67.11,chickpea
38.43,85.97,73.48,24.05,20.5,6.39,70.63,chickpea
28.46,58.79,23.33,31.59,84.22,7.21,49.65,mungbean
12.91,56.27,24.32,20.67,21.02,6.06,106.72,kidneybeans
8.99,136.22,212.63,13.58,93.75,5.74,103.21,apple
73.61,34.66,58.72,22.66,88.72,6.46,222.86,rice
10.75,122.64,196.42,0.91,94.47,6.76,104.17,apple
1.86,67.36,18.61,22.66,56.18,6.15,51.68,lentil
112.0,26.62,33.56,26.29,60.26,6.77,213.18,coffee
0.78,131.66,209.65,15.6,81.11,6.13,69.74,grapes
35.06,61.39,20.35,16.66,22.53,5.49,114.19,kidneybeans
116.28,24.7,22.25,20.26,83.64,6.69,78.99,cotton
34.43,98.42,77.47,24.13,17.6,6.41,101.86,chickpea
80.1,76.85,34.07,21.81,62.4,6.74,60.29,maize
31.99,76.31,23.51,25.21,21.81,5.98,137.21,kidneybeans
0.02,128.9,196.82,5.83,95.75,5.54,107.72,apple
86.89,48.23,48.34,25.95,71.85,7.51,191.57,jute
103.31,23.68,20.84,30.09,85.02,6.65,68.36,cotton
111.0,18.0,21.25,22.99,80.03,6.0,111.41,cotton
11.09,5.6,38.9,27.56,90.97,5.38,154.11,coconut
51.78,56.31,46.21,26.25,96.26,7.26,169.74,papaya
6.53,25.76,36.7,20.34,93.81,6.45,147.79,pomegranate
1.95,49.31,18.23,27.33,78.69,6.71,67.61,mungbean
3.28,53.5,21.6,31.04,56.59,6.92,62.81,mothbeans
5.42,8.25,6.66,18.01,90.91,6.04,102.87,orange
24.91,78.56,81.83,20.01,23.25,7.52,76.97,chickpea
18.21,125.75,187.47,18.87,87.22,6.35,59.07,grapes
0.95,65.35,19.97,25.5,47.21,5.74,183.46,pigeonpeas
107.75,28.8,39.47,26.72,65.06,6.32,228.5,coffee
15.4,11.95,6.88,18.88,90.91,5.89,107.13,orange
15.57,17.21,5.62,13.68,93.53,7.19,104.86,orange
0.65,136.7,189.51,12.04,87.84,5.5,70.68,grapes
19.01,132.35,209.8,14.31,93.08,6.85,120.5,apple
1.59,19.81,35.59,30.53,56.89,5.84,100.55,mango
16.97,57.37,21.28,29.62,49.78,7.18,29.29,mothbeans
76.6,32.97,44.68,23.05,83.63,6.35,161.9,rice
2.38,13.22,6.29,13.43,94.25,6.4,110.71,orange
19.8,87.39,78.31,23.07,14.37,7.5,85.37,chickpea
0.52,22.17,47.86,25.68,89.91,6.53,129.61,pomegranate
99.21,12.73,46.4,28.57,84.05,6.86,58.67,watermelon
90.14,86.37,46.88,34.74,76.8,6.27,179.14,banana
99.56,11.26,46.3,27.51,90.11,6.3,35.53,muskmelon
88.35,76.06,48.49,28.23,80.06,5.79,180.22,banana
86.37,79.24,59.25,26.25,88.31,7.02,140.25,banana
81.15,71.84,24.45,18.69,68.59,6.41,60.52,maize
110.25,22.93,20.08,28.05,81.39,6.58,96.21,cotton
99.59,9.28,53.37,25.15,92.08,7.19,14.84,muskmelon
19.95,42.7,19.4,32.16,86.65,6.33,39.53,mungbean
117.32,38.15,38.07,25.27,73.78,6.03,251.53,coffee
114.37,25.43,26.03,22.33,73.52,6.36,60.73,cotton
18.11,135.45,181.32,9.54,89.73,5.7,80.44,grapes
6.54,64.57,20.76,16.87,73.21,7.33,54.45,lentil
13.75,76.44,77.66,19.68,16.85,6.17,56.7,chickpea
15.72,66.43,22.81,22.81,25.13,6.61,117.97,kidneybeans
11.83,136.03,187.73,16.44,81.54,6.88,58.11,grapes
9.77,61.19,16.09,20.96,70.46,6.82,39.79,lentil
10.1,92.2,76.11,24.15,17.32,6.7,92.69,chickpea
18.24,10.51,42.18,22.27,89.96,6.33,144.42,pomegranate
109.34,27.86,38.73,25.45,72.28,6.7,165.85,coffee
3.62,42.82,19.15,31.15,58.16,6.24,54.07,mothbeans
105.74,18.8,49.8,25.91,91.44,6.58,41.0,muskmelon
59.5,57.18,50.21,29.33,92.96,6.47,133.49,papaya
96.95,43.01,36.55,29.71,83.82,7.56,174.84,jute
92.23,77.44,31.25,25.34,59.67,5.77,83.35,maize
16.77,8.95,41.47,30.72,89.59,5.97,180.82,coconut
8.46,27.28,25.22,27.72,54.95,7.12,98.14,mango
24.0,84.3,85.58,22.58,16.12,6.87,71.33,chickpea
8.74,49.05,23.98,35.63,80.55,7.4,68.13,blackgram
2.18,95.92,89.09,20.66,21.3,7.35,95.3,chickpea
98.1,40.03,49.96,32.77,85.82,7.51,163.67,jute
19.47,1.14,42.69,26.89,93.79,6.81,180.25,coconut
31.87,49.04,25.1,30.83,68.5,6.13,36.36,blackgram
36.57,62.68,77.76,18.68,19.75,7.78,74.1,chickpea
74.47,52.69,48.76,25.61,90.49,6.14,293.56,rice
20.85,52.71,16.6,25.59,73.54,7.12,18.74,mungbean
1.24,54.96,21.72,30.84,88.01,6.61,58.58,mungbean
17.37,5.04,34.63,28.96,94.09,5.79,166.16,coconut
10.89,12.23,13.41,20.49,93.75,6.88,106.89,orange
10.39,68.71,17.37,19.13,20.87,5.79,138.12,kidneybeans
33.83,56.01,16.24,26.28,72.9,6.73,57.99,mungbean
109.5,15.18,51.91,26.93,91.33,6.0,54.77,watermelon
14.08,136.89,204.27,9.4,94.06,6.12,119.41,apple
11.07,72.71,23.24,27.95,49.21,6.93,171.96,pigeonpeas
4.37,9.82,8.18,17.33,90.08,6.42,117.59,orange
3.94,133.64,211.5,5.32,95.93,6.05,110.9,apple
39.5,42.91,22.84,23.19,73.45,7.31,50.08,blackgram
39.38,77.9,17.8,16.98,23.44,6.1,118.19,kidneybeans
16.0,42.5,18.81,28.91,60.25,7.25,38.44,blackgram
9.43,8.6,25.11,31.95,89.33,5.32,189.08,coconut
18.35,55.57,22.95,29.06,70.3,7.25,38.71,mungbean
11.8,0.16,40.96,31.0,91.05,5.79,190.87,coconut
83.11,59.38,35.26,21.05,61.06,5.66,96.33,maize
6.62,14.48,48.81,24.45,87.24,6.85,128.38,pomegranate
113.05,78.99,58.48,26.54,81.21,6.3,147.97,banana
101.42,20.38,23.81,23.54,77.05,6.23,77.85,cotton
93.0,75.0,51.39,30.37,86.66,6.75,181.12,banana
112.49,18.48,23.43,22.15,75.56,6.52,77.14,cotton
19.31,76.93,21.79,22.08,66.33,6.31,35.34,lentil
13.34,53.82,24.44,31.76,81.35,6.9,31.91,mungbean
14.73,5.0,42.64,29.67,91.7,5.15,190.42,coconut
19.23,16.0,31.47,29.62,59.86,7.09,65.81,mango
2.35,56.4,22.71,28.82,65.09,6.76,167.43,pigeonpeas
3.84,57.43,23.35,33.06,57.17,7.23,35.49,mothbeans
47.13,62.14,51.5,27.87,93.38,6.5,122.3,papaya
99.85,12.05,48.37,27.96,89.29,7.06,22.79,muskmelon
19.05,66.93,16.85,25.1,61.46,7.2,56.14,blackgram
8.46,92.96,84.82,23.59,18.29,6.27,70.94,chickpea
8.91,128.89,200.53,0.04,93.89,5.99,106.62,apple
3.7,19.06,9.74,18.35,89.87,6.41,101.14,orange
56.43,61.57,47.29,25.49,95.09,6.18,124.66,papaya
0.98,48.52,17.7,33.09,55.29,6.28,26.09,mothbeans
17.65,129.27,192.47,10.23,88.54,6.05,66.5,grapes
91.29,11.21,45.47,23.55,84.44,6.32,60.55,watermelon
102.46,16.76,45.37,26.77,92.13,6.79,35.0,muskmelon
0.34,43.88,24.36,29.47,75.82,7.35,50.09,mungbean
23.16,57.48,19.05,32.28,53.48,7.91,44.53,mothbeans
72.31,54.4,40.13,34.06,80.98,6.42,208.69,jute
16.27,27.47,44.69,35.23,56.71,5.64,86.35,mango
6.2,58.46,20.41,33.45,60.5,6.27,209.97,pigeonpeas
8.98,73.12,18.16,30.67,65.46,6.62,138.56,pigeonpeas
13.5,63.88,16.86,29.68,46.19,5.9,140.04,pigeonpeas
2.21,19.64,9.19,17.91,89.11,6.89,156.29,orange
29.94,62.06,15.14,31.19,79.08,6.32,66.26,blackgram
34.26,66.18,16.19,19.76,20.5,6.38,130.21,kidneybeans
63.94,49.01,56.18,22.51,78.43,6.67,176.5,rice
4.35,78.33,24.17,26.35,42.69,5.75,171.01,pigeonpeas
119.51,31.46,33.96,23.97,70.06,6.73,251.04,coffee
55.78,65.01,57.28,32.9,92.45,6.9,141.64,papaya
106.42,33.21,31.1,22.54,57.3,5.97,208.45,coffee
103.33,39.66,33.1,25.06,67.54,6.34,169.58,coffee
23.92,71.14,19.81,32.05,49.27,6.43,187.75,pigeonpeas
13.39,11.3,46.5,21.47,89.02,5.95,114.28,pomegranate
14.27,22.36,39.08,34.98,51.72,6.54,74.51,mango
9.07,131.74,212.9,11.8,98.92,6.54,104.45,apple
23.56,49.7,16.16,33.76,45.2,6.36,49.39,mothbeans
7.09,69.46,22.3,15.46,25.06,6.05,155.04,kidneybeans
6.76,15.22,36.69,24.0,93.3,6.78,103.0,pomegranate
18.3,8.57,7.13,16.55,89.16,6.78,127.33,orange
74.8,71.65,35.54,22.77,58.32,6.7,79.56,maize
103.13,33.91,28.69,27.17,59.76,6.36,150.27,coffee
82.46,57.46,36.64,21.23,81.06,6.27,204.96,rice
99.12,49.75,38.23,23.44,78.97,6.19,193.15,rice
118.93,81.13,49.82,27.72,83.85,6.83,201.22,banana
15.2,6.76,41.17,24.93,91.03,5.67,177.56,coconut
88.19,45.52,42.89,33.03,80.75,7.24,143.4,jute
3.9,73.8,22.26,24.63,62.71,7.26,44.14,lentil
90.38,84.42,54.91,34.04,78.33,6.13,139.55,banana
68.29,59.75,33.24,22.01,73.81,6.08,92.86,maize
96.96,8.29,48.03,26.13,88.01,6.92,26.7,muskmelon
0.07,41.86,23.03,34.17,67.19,7.05,51.27,blackgram
0.24,137.16,212.26,11.76,94.52,6.01,123.29,apple
20.88,57.93,21.31,29.57,55.43,6.34,55.26,mothbeans
92.34,64.07,36.7,23.12,63.29,5.97,102.45,maize
87.2,60.34,37.56,23.92,73.84,6.39,55.31,maize
101.45,20.33,25.93,23.74,80.05,6.37,98.1,cotton
77.62,35.53,31.54,25.12,84.27,5.59,171.17,rice
11.45,13.33,34.12,23.42,87.85,6.57,141.12,pomegranate
21.35,45.7,24.73,32.98,41.68,6.56,34.91,mothbeans
44.68,73.62,54.18,26.35,93.26,6.83,138.02,papaya
60.39,32.26,56.49,24.87,85.29,5.78,287.93,rice
8.0,9.23,39.97,35.36,95.01,5.81,202.96,coconut
99.93,8.21,45.97,30.29,91.51,6.49,28.84,muskmelon
102.88,28.65,31.67,28.0,66.63,6.58,196.74,coffee
18.39,138.13,206.27,10.0,87.75,6.27,61.47,grapes
114.33,29.18,27.9,25.73,74.43,6.11,211.01,coffee
2.93,127.23,196.41,1.9,94.33,6.38,126.02,apple
17.24,18.39,5.9,17.22,91.46,6.8,133.95,orange
5.13,134.01,214.76,-0.1,94.45,5.94,112.31,apple
37.04,42.88,29.61,28.92,73.91,7.03,46.85,blackgram
2.44,25.56,28.99,32.77,59.48,5.53,48.98,mango
35.55,47.14,24.35,28.33,71.51,6.59,49.28,mungbean
14.2,25.78,29.05,26.7,45.56,7.0,36.83,mango
8.7,7.38,44.82,31.93,89.51,5.69,160.6,coconut
2.63,54.56,19.44,35.14,55.33,7.75,39.09,mothbeans
69.7,53.24,43.25,31.27,75.66,6.62,154.42,jute
90.17,15.98,54.82,24.8,94.39,6.86,29.96,muskmelon
105.84,77.82,43.87,35.2,80.25,6.96,200.18,banana
109.65,87.45,59.41,25.01,78.53,6.56,117.77,banana
106.86,13.04,45.85,25.69,86.81,6.63,69.68,watermelon
0.56,62.06,20.42,14.55,60.22,6.81,40.75,lentil
21.27,57.84,27.74,29.85,70.37,6.3,66.57,blackgram
10.11,15.62,13.83,20.77,92.51,5.78,128.66,orange
108.17,27.73,28.08,23.01,78.47,6.9,101.17,cotton
0.97,129.94,207.86,1.57,88.73,6.35,110.74,apple
89.63,58.47,44.15,27.99,89.29,7.48,173.66,jute
86.89,38.09,31.21,24.15,89.43,5.65,220.13,rice
74.5,55.41,24.28,25.01,57.81,5.68,86.63,maize
66.62,63.13,28.22,23.48,61.78,6.88,67.42,maize
1.44,14.79,14.18,13.29,94.61,5.66,103.99,orange
16.46,9.7,12.37,13.82,93.51,6.55,118.68,orange
2.83,22.33,39.47,22.53,92.38,5.84,111.74,pomegranate
33.11,33.63,17.03,31.72,84.45,6.6,45.11,mungbean
49.12,55.47,54.98,28.18,95.57,6.25,168.16,papaya
64.04,51.01,31.96,24.88,63.54,6.01,62.59,maize
113.69,22.88,21.33,27.23,77.15,6.63,68.52,cotton
52.46,73.25,40.99,25.59,95.59,7.33,130.74,papaya
14.4,21.87,32.82,33.34,53.41,6.97,43.66,mango
0.43,11.11,45.47,22.13,91.4,6.58,137.75,pomegranate
0.36,134.69,196.27,7.52,92.31,6.86,104.27,apple
88.69,53.02,35.42,16.29,62.42,7.45,56.03,maize
26.18,61.99,17.56,28.6,63.0,7.25,41.15,blackgram
1.81,24.09,48.24,22.26,89.71,6.06,129.56,pomegranate
11.97,12.23,10.88,16.19,93.12,7.01,103.65,orange
108.16,36.65,32.44,21.13,72.25,6.16,183.06,coffee
65.43,43.85,31.51,22.82,88.48,6.07,178.4,rice
21.89,66.86,16.53,21.49,22.01,6.48,113.63,kidneybeans
26.78,48.34,19.92,31.89,46.05,8.14,50.8,mothbeans
81.44,59.3,36.29,26.57,71.52,6.24,182.17,jute
96.52,15.95,54.08,28.68,87.85,6.53,53.13,watermelon
109.84,33.96,28.47,25.41,70.7,6.25,150.31,coffee
17.92,77.95,15.39,21.77,71.24,7.06,53.28,lentil
16.09,19.78,38.24,19.4,95.05,6.83,116.28,pomegranate
13.0,9.65,11.96,12.56,93.64,6.98,112.26,orange
48.77,65.58,54.87,33.4,95.91,6.48,162.16,papaya
1.23,77.94,21.37,32.93,66.68,5.67,167.7,pigeonpeas
89.84,39.92,51.09,21.89,82.43,5.51,175.88,rice
2.27,27.16,41.12,26.76,47.75,7.14,40.66,mango
19.41,15.95,33.94,29.35,49.36,7.16,108.9,mango
4.64,21.77,34.54,24.32,89.53,7.15,141.38,pomegranate
32.31,63.43,21.31,20.9,18.82,5.81,117.16,kidneybeans
76.31,55.24,48.21,31.36,72.01,6.45,164.95,jute
16.78,76.58,72.96,20.98,21.81,7.19,83.86,chickpea
24.85,42.78,19.68,29.32,76.82,6.28,47.93,mungbean
110.14,72.24,43.38,28.18,88.8,5.93,111.51,banana
7.67,41.81,23.23,27.77,60.36,7.39,36.33,mothbeans
11.39,72.64,19.75,26.54,67.7,5.79,156.78,pigeonpeas
23.73,42.72,19.01,31.15,43.54,7.22,51.11,mothbeans
5.38,59.97,19.92,24.97,42.26,6.18,36.96,mothbeans
3.18,61.9,29.17,27.89,71.67,6.92,39.99,blackgram
104.77,10.01,48.69,26.2,93.32,6.08,28.58,muskmelon
25.04,46.08,20.59,29.69,45.27,7.97,44.73,mothbeans
107.91,83.46,45.11,26.58,82.37,6.3,201.3,banana
110.71,77.38,46.8,32.21,87.65,6.51,123.58,banana
87.31,85.58,55.26,26.43,82.95,5.61,163.62,banana
85.85,39.27,43.22,24.02,82.52,6.65,233.29,rice
51.76,74.76,45.03,30.29,94.49,6.24,169.86,papaya
101.35,27.51,26.89,27.93,80.7,6.49,70.62,cotton
105.83,34.83,31.88,23.05,55.88,6.24,237.52,coffee
101.13,9.13,48.32,29.46,94.43,6.4,24.52,muskmelon
5.48,128.99,197.75,5.99,95.93,6.4,101.42,apple
10.75,57.45,27.12,32.85,75.13,6.59,36.89,blackgram
98.87,46.23,39.63,31.02,72.76,6.25,173.29,jute
5.5,78.37,21.27,21.06,63.96,6.96,59.9,lentil
7.23,121.32,207.06,2.98,88.91,6.54,107.77,apple
5.29,131.82,196.84,17.95,86.78,6.45,50.18,grapes
14.64,20.42,46.62,21.03,94.44,6.1,144.84,pomegranate
54.21,64.86,43.91,29.63,91.8,7.01,162.41,papaya
18.93,19.17,5.68,15.39,92.87,6.71,139.29,orange
12.84,3.34,35.44,33.13,89.26,6.43,189.96,coconut
11.63,44.62,19.86,29.99,85.36,6.7,36.68,mungbean
16.84,1.37,36.19,25.23,91.04,6.45,206.2,coconut
118.95,27.69,28.74,28.76,80.66,6.03,97.55,cotton
101.11,20.28,29.83,24.26,79.12,5.88,56.42,cotton
48.84,72.13,45.39,29.75,96.29,6.81,123.19,papaya
81.93,39.76,59.84,22.67,81.38,6.64,259.55,rice
7.71,19.49,36.24,20.03,93.02,7.11,132.39,pomegranate
58.68,69.84,51.64,30.51,94.85,6.83,165.69,papaya
105.41,25.81,27.7,21.44,84.55,6.53,66.74,cotton
9.53,25.2,49.63,23.6,93.27,5.89,115.75,pomegranate
105.79,17.96,47.22,27.99,87.11,5.59,64.3,watermelon
5.4,70.24,22.09,34.97,58.77,5.34,192.58,pigeonpeas
9.14,28.98,44.67,34.97,60.26,7.25,50.81,mango
33.23,57.62,22.19,16.46,19.7,5.79,116.15,kidneybeans
5.78,130.27,189.39,19.73,82.77,6.01,59.92,grapes
94.89,14.93,53.95,24.57,90.63,6.63,26.79,muskmelon
17.53,87.87,76.38,18.15,22.88,7.27,96.67,chickpea
96.69,43.83,36.63,26.97,80.94,7.45,178.99,jute
10.89,20.6,43.04,31.58,54.37,6.23,96.85,mango
6.15,43.72,22.31,26.24,67.31,6.39,67.9,blackgram
94.89,19.49,54.31,27.51,90.19,6.45,68.91,watermelon
4.9,75.53,15.08,23.41,63.55,6.02,40.94,lentil
96.54,11.93,46.07,27.26,95.28,6.78,18.55,muskmelon
58.78,57.97,40.29,34.57,93.31,6.21,138.12,papaya
3.41,43.84,17.46,32.27,49.01,7.35,34.77,mothbeans
35.24,40.71,16.59,33.44,71.12,6.61,35.02,mungbean
9.82,51.59,23.92,31.54,41.15,8.07,54.46,mothbeans
0.26,120.72,199.16,1.9,91.16,5.67,115.52,apple
8.54,0.07,35.75,28.45,91.27,5.33,179.95,coconut
15.79,59.08,22.37,18.45,21.5,5.88,129.45,kidneybeans
4.79,135.57,203.83,19.72,84.41,5.7,57.98,grapes
5.49,60.01,19.09,21.43,19.6,6.59,125.87,kidneybeans
19.87,67.1,21.14,21.18,74.91,6.31,47.99,lentil
7.74,47.2,21.37,26.43,79.66,6.38,37.66,mungbean
104.87,35.46,28.11,23.42,66.26,6.22,196.18,coffee
23.61,68.02,19.52,35.83,56.43,5.78,145.25,pigeonpeas
66.11,57.69,32.01,26.12,87.64,6.59,231.93,rice
17.36,21.69,36.12,21.87,90.85,6.54,137.88,pomegranate
9.57,132.3,181.26,14.58,80.48,6.61,64.71,grapes
106.45,81.59,58.69,26.0,75.17,5.82,105.94,banana
29.4,62.81,27.29,33.71,77.2,7.26,33.69,blackgram
6.82,21.28,47.95,22.53,87.35,6.0,143.2,pomegranate
107.29,86.68,49.3,25.68,87.51,6.79,157.8,banana
7.07,70.86,15.05,17.77,22.75,6.24,128.59,kidneybeans
21.78,52.69,29.18,24.4,72.69,7.12,51.4,blackgram
8.64,14.83,10.03,14.77,88.63,6.32,105.42,orange
102.52,19.57,54.28,27.67,93.0,7.46,19.45,muskmelon
98.92,41.36,46.56,24.64,84.43,6.63,194.43,rice
60.9,44.44,40.17,33.62,69.93,7.36,157.23,jute
89.91,68.17,28.32,21.42,68.51,5.94,102.04,maize
19.79,38.05,19.01,34.02,74.25,6.37,35.38,mungbean
107.61,27.75,35.02,23.61,59.77,6.01,174.73,coffee
17.64,21.34,36.41,33.26,57.7,6.95,78.37,mango
10.16,19.65,8.49,11.76,86.83,6.41,138.84,orange
32.94,80.21,82.71,17.0,20.72,6.45,69.16,chickpea
98.18,74.14,25.81,20.14,62.95,5.95,77.37,maize
107.15,11.53,50.2,26.42,86.42,6.61,59.85,watermelon
63.27,63.4,34.08,18.36,65.81,6.46,65.15,maize
3.52,130.96,208.26,18.86,83.76,6.61,76.38,grapes
8.98,64.21,18.79,24.77,49.34,5.24,148.94,pigeonpeas
94.86,11.52,51.42,28.25,94.09,6.79,23.19,muskmelon
100.12,87.13,42.14,27.01,86.84,6.23,165.67,banana
2.6,37.79,20.7,25.9,73.58,7.17,45.6,mungbean
1.68,74.39,15.71,30.25,66.31,6.78,130.82,pigeonpeas
93.97,15.08,51.85,28.13,90.91,6.58,24.79,muskmelon
75.81,67.98,20.15,20.52,60.64,6.32,59.19,maize
108.49,10.93,48.77,26.65,84.09,7.09,60.87,watermelon
8.13,68.02,15.04,19.71,63.54,7.51,61.49,lentil
0.1,59.08,23.18,28.11,46.22,7.25,62.9,mothbeans
16.48,24.69,44.15,31.92,57.15,5.91,85.65,mango
25.41,53.72,22.93,26.9,45.43,7.46,28.02,mothbeans
10.26,120.41,195.14,8.85,81.8,5.82,62.11,grapes
90.06,12.14,49.07,29.7,87.41,6.33,66.29,watermelon
99.49,16.57,51.55,24.99,89.59,6.46,30.69,muskmelon
111.52,23.84,28.09,24.39,77.75,6.27,73.52,cotton
90.21,84.95,40.46,25.51,82.83,5.35,149.27,banana
22.78,55.02,15.51,24.22,88.44,7.26,39.92,mungbean
14.93,43.4,28.71,26.17,61.94,6.43,66.54,blackgram
11.64,66.62,20.1,17.79,23.92,6.66,123.73,kidneybeans
6.09,73.4,19.53,22.96,64.68,6.64,53.15,lentil
8.87,9.79,43.32,25.23,94.46,6.5,195.63,coconut
10.12,46.8,19.54,33.17,69.18,7.11,44.93,mungbean
116.71,25.54,29.13,27.37,67.67,6.27,235.01,coffee
68.98,45.43,49.1,26.25,78.23,7.18,171.1,jute
103.21,8.32,49.67,27.52,88.07,6.19,30.97,muskmelon
23.43,52.97,15.44,25.46,88.29,7.01,40.73,mungbean
8.06,65.22,84.34,24.58,13.51,7.32,89.57,chickpea
78.19,39.44,39.7,26.0,90.56,6.39,176.77,rice
18.54,44.22,15.22,27.38,90.55,6.79,30.92,mungbean
3.97,1.85,41.7,27.51,89.08,5.25,161.18,coconut
13.91,18.59,38.54,17.39,95.64,6.09,107.92,pomegranate
32.38,49.83,24.41,36.42,87.54,6.24,62.79,mungbean
95.31,14.65,51.07,30.36,90.74,6.81,33.89,muskmelon
5.07,139.02,192.66,11.28,83.89,6.11,74.85,grapes
83.29,89.99,48.85,24.27,78.67,6.38,112.15,banana
6.43,21.31,38.13,17.55,91.39,6.26,122.79,pomegranate
85.09,58.69,39.13,22.27,59.52,5.75,76.19,maize
15.98,133.55,191.85,13.69,90.31,6.83,78.38,grapes
57.65,61.37,53.24,30.13,95.57,7.22,172.64,papaya
55.14,69.99,42.52,30.35,97.63,6.85,137.99,papaya
13.03,7.7,41.66,32.53,94.77,5.11,183.73,coconut
0.93,135.26,209.01,12.95,88.36,6.79,121.81,apple
73.14,34.43,57.02,20.3,80.87,5.94,160.41,rice
26.9,51.43,20.2,26.98,87.62,6.67,59.41,mungbean
5.61,64.61,27.62,27.07,65.94,6.77,65.63,blackgram
12.59,27.39,30.16,20.36,87.25,6.83,114.57,pomegranate
27.59,66.71,19.56,31.62,45.87,5.54,185.98,pigeonpeas
18.11,7.01,42.81,27.96,88.73,6.23,183.55,coconut
4.45,128.89,204.06,8.09,92.03,6.37,123.23,apple
12.41,78.13,23.57,25.08,67.55,6.82,56.89,lentil
13.17,39.08,23.16,31.64,91.51,7.5,49.17,mungbean
104.33,38.9,31.49,25.82,55.95,6.71,160.13,coffee
27.21,44.0,18.61,33.02,75.08,6.62,36.0,mungbean
116.45,25.55,29.75,29.26,83.88,5.94,74.88,cotton
93.99,32.18,42.43,24.83,86.39,5.86,262.21,rice
17.43,58.79,22.54,29.15,71.81,6.41,34.24,mungbean
96.55,12.78,49.57,28.6,90.05,5.78,55.14,watermelon
1.28,16.02,28.03,30.77,56.05,7.39,91.93,mango
10.21,120.95,204.65,6.33,93.16,5.72,124.06,apple
13.97,121.66,198.54,0.38,93.77,6.01,115.58,apple
52.91,59.28,48.38,26.2,92.87,6.44,138.93,papaya
14.71,47.49,24.49,27.09,59.96,7.85,49.64,mothbeans
100.41,10.44,48.91,30.68,83.34,5.65,64.84,watermelon
119.29,35.7,26.55,27.64,64.7,6.55,167.96,coffee
18.86,25.79,36.05,29.7,60.98,5.63,71.65,mango
12.94,138.93,180.62,9.56,85.8,6.32,65.6,grapes
1.08,45.2,22.06,31.19,40.75,6.68,39.22,mothbeans
99.58,77.34,57.78,31.85,80.35,6.67,134.86,banana
20.15,40.66,23.99,32.14,71.54,7.13,40.18,blackgram
118.55,25.36,34.44,25.17,58.11,5.91,209.11,coffee
86.7,59.64,47.86,27.51,86.32,6.32,279.07,rice
1.66,68.96,23.73,21.54,55.88,7.47,40.7,lentil
88.97,75.57,55.56,32.45,81.13,7.03,179.26,banana
15.04,22.86,25.41,31.34,50.56,5.96,48.84,mango
99.2,67.51,35.94,23.73,64.28,7.47,70.41,maize
27.56,44.66,16.87,26.33,74.47,7.02,46.29,mungbean
85.58,30.75,38.25,21.46,87.42,5.61,183.38,rice
12.53,55.43,15.65,27.03,75.5,7.08,49.8,mungbean
6.21,69.1,21.79,17.16,58.27,6.12,35.72,lentil
11.14,127.37,211.82,13.36,95.41,6.72,128.45,apple
34.28,67.16,26.01,28.09,70.92,6.93,31.11,blackgram
105.4,15.38,52.36,29.4,92.44,5.97,34.72,muskmelon
13.23,78.32,23.11,22.16,73.69,6.17,41.12,lentil
12.52,35.64,22.7,32.2,82.23,6.52,57.07,mungbean
36.82,87.67,80.87,21.83,21.55,7.42,90.66,chickpea
5.75,5.73,36.88,31.96,89.86,6.61,170.86,coconut
7.81,43.69,20.62,25.05,48.3,7.12,61.23,mothbeans
87.39,83.19,46.57,34.26,82.6,6.83,139.55,banana
12.39,73.56,24.88,34.25,70.49,6.65,146.03,pigeonpeas
63.47,56.45,37.32,22.65,79.66,6.81,272.82,rice
98.56,59.64,32.92,26.15,66.4,7.15,54.47,maize
64.51,54.87,29.18,20.57,72.32,6.64,89.7,maize
1.29,22.24,32.29,25.15,91.82,6.84,132.9,pomegranate
101.87,15.57,46.98,24.72,84.75,6.92,62.57,watermelon
8.13,15.87,5.19,11.32,91.93,6.92,136.31,orange
80.81,53.49,24.11,23.47,71.82,6.3,52.43,maize
79.43,63.26,25.46,24.68,61.36,6.71,52.89,maize
111.12,39.36,29.63,25.83,67.43,5.74,196.81,coffee
96.4,54.25,39.94,26.09,71.2,7.15,180.55,jute
87.17,42.13,34.95,24.05,81.27,6.07,245.95,rice
94.31,13.39,46.72,28.36,88.36,6.95,40.84,watermelon
80.23,53.3,49.9,24.43,76.45,6.3,174.3,jute
2.27,59.4,19.28,15.94,61.93,7.23,37.11,lentil
107.02,18.59,45.43,28.41,93.05,6.4,32.48,muskmelon
